"","state","county","Biden","Trump","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","retail_recreation","grocery_pharmacy","parks","transit","workplace","residential"
"141","Georgia","franklin",1593,9069,9,5.71,24.47,0,0,0,2,1,2,3,0,2,0,0,6.66666666666667,-1,-24,-10,-13.8387096774194,3.14285714285714
"142","Georgia","fulton",381144,137240,128,150.43,14.14,1,1.43,0.13,2,1,2,3,0,2,0,0,-23.3870967741935,-14.6774193548387,-16.2258064516129,-45.2903225806452,-39.4193548387097,10.4838709677419
"143","Georgia","gilmer",2932,13429,10,7,22.32,2,0.6,1.91,2,1,2,3,0,2,0,0,13.5806451612903,16.5769230769231,NA,NA,-11.0322580645161,1.09090909090909
"144","Georgia","glascock",155,1403,1,0.86,28.85,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"145","Georgia","glynn",15879,25616,17,14.43,16.92,0,0,0,2,1,2,3,0,2,0,0,-10.7096774193548,-2.80645161290323,18.5161290322581,-12.4516129032258,-23.3548387096774,4.03225806451613
"146","Georgia","gordon",4384,19405,32,27,46.58,0,0.29,0.49,2,1,2,3,0,2,0,0,-5.64516129032258,9.16129032258065,NA,55.5161290322581,-17.8387096774194,2.54838709677419
"147","Georgia","grady",3619,7034,3,3.14,12.76,0,0,0,2,1,2,3,0,2,0,0,-8.5,-15.1,NA,NA,-18.7741935483871,3.45454545454545
"148","Georgia","greene",4088,7068,2,3.43,18.71,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"149","Georgia","gwinnett",241827,166413,125,162.43,17.35,0,1.29,0.14,2,1,2,3,0,2,0,0,-13.0967741935484,-10.6774193548387,79.6129032258064,-32.1612903225806,-30.0645161290323,8.09677419354839
"150","Georgia","habersham",3563,16637,7,6,13.24,0,0,0,2,1,2,3,0,2,0,0,0.419354838709677,2.58064516129032,NA,NA,-12.2258064516129,1.92307692307692
"151","Georgia","hall",25031,64170,58,42.29,20.68,1,0.86,0.42,2,1,2,3,0,2,0,0,-5.54838709677419,-3,84.7,-28.3333333333333,-16.258064516129,3.35483870967742
"152","Georgia","hancock",2985,1159,0,1,11.82,0,0.14,1.69,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"153","Georgia","haralson",1792,12331,2,7,23.5,0,0.14,0.48,2,1,2,3,0,2,0,0,4,-2.14814814814815,-4.85714285714286,0,-20.2258064516129,2
"154","Georgia","harris",5457,14319,1,1.71,4.87,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"155","Georgia","hart",3157,9464,3,4.57,17.44,0,0.14,0.55,2,1,2,3,0,2,0,0,-1.68,1.28571428571429,NA,NA,-16.5806451612903,2.68181818181818
"156","Georgia","heard",824,4516,1,2.86,23.96,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"157","Georgia","henry",73276,48187,22,45.43,19.37,1,0.43,0.18,2,1,2,3,0,2,0,0,-7.2258064516129,-8.58064516129032,55.7096774193548,NA,-28.1612903225806,7.51612903225806
"158","Georgia","houston",32232,41534,11,27.14,17.19,1,0.29,0.18,2,1,2,3,0,2,0,0,-7.67741935483871,-3.61290322580645,4.83333333333333,NA,-22.0322580645161,4.96774193548387
"159","Georgia","irwin",1008,3134,1,1.33,14.16,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"160","Georgia","jackson",7642,29497,30,22.14,30.34,0,0.29,0.39,2,1,2,3,0,2,0,0,19.9032258064516,9.12903225806452,NA,18.1612903225806,-16.5806451612903,3.67741935483871
"161","Georgia","jasper",1761,5822,2,2.14,15.07,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"162","Georgia","jeff davis",1028,4695,1,3.43,22.68,2,0.29,1.89,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"163","Georgia","jefferson",4061,3537,0,0.83,5.42,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"164","Georgia","jenkins",1266,2161,-1,1.5,17.29,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"165","Georgia","johnson",1222,2850,-1,0.8,8.3,0,0.14,1.48,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"166","Georgia","jones",4888,9965,3,2.43,8.45,0,0.14,0.5,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"167","Georgia","lamar",2615,6330,6,3.14,16.47,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"168","Georgia","lanier",1019,2509,0,0.33,3.2,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"169","Georgia","laurens",8073,14493,12,14,29.45,2,0.71,1.5,2,1,2,3,0,2,0,0,-8.80645161290323,-2.90322580645161,NA,16.0645161290323,-14.1612903225806,2.41935483870968
"170","Georgia","lee",4558,12007,0,3,10,0,0.14,0.48,2,1,2,3,0,2,0,0,-3.45161290322581,NA,NA,NA,-19.1290322580645,3.90909090909091
"171","Georgia","liberty",13099,7959,6,12.75,20.75,0,0,0,2,1,2,3,0,2,0,0,-15.3225806451613,-9.09677419354839,-10.0333333333333,-22.5,-23.9032258064516,4.67741935483871
"172","Georgia","lincoln",1435,3179,0,1.71,21.64,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"173","Georgia","long",2033,3528,0,0.83,4.26,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"174","Georgia","lowndes",20117,25691,10,20.86,17.76,2,0.57,0.49,2,1,2,3,0,2,0,0,-10.5483870967742,-3.29032258064516,-4.64516129032258,-0.548387096774194,-17.9032258064516,3.7741935483871
"175","Georgia","lumpkin",3126,12163,8,4.57,13.6,0,0.29,0.85,2,1,2,3,0,2,0,0,7.80645161290323,11.6,NA,NA,-13.4193548387097,1.27272727272727
"176","Georgia","macon",2857,1783,1,1.57,12.14,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"177","Georgia","madison",3411,11326,9,7.14,23.91,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"178","Georgia","marion",1311,2275,0,1.29,15.38,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"179","Georgia","mcduffie",4168,6169,5,7,32.85,0,0.14,0.67,2,1,2,3,0,2,0,0,-2.29032258064516,-21.8076923076923,NA,-7,-16.5483870967742,2.72727272727273
"180","Georgia","mcintosh",2612,4016,2,2.43,16.89,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"181","Georgia","meriwether",4287,6524,2,1.83,8.66,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"182","Georgia","miller",749,2066,6,1.86,32.48,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"183","Georgia","mitchell",3995,4935,0,2.33,10.67,0,0.14,0.65,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"184","Georgia","monroe",4384,11060,5,3.86,13.99,0,0.29,1.04,2,1,2,3,0,2,0,0,11.1333333333333,NA,3.5,30.4,-21.0645161290323,4.27272727272727
"185","Georgia","montgomery",979,2960,-5,1.4,15.26,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"186","Georgia","morgan",3355,8230,-1,6.67,34.59,0,0,0,2,1,2,3,0,2,0,0,-2.61290322580645,NA,NA,-2.54838709677419,-16.4516129032258,NA
"187","Georgia","murray",2302,12943,12,13.43,33.49,0,0.14,0.36,2,1,2,3,0,2,0,0,-1.84615384615385,12.7931034482759,NA,NA,-18.3548387096774,2.03846153846154
"188","Georgia","muscogee",49529,30049,11,12.14,6.2,1,0.29,0.15,2,1,2,3,0,2,0,0,-15.0967741935484,-6.41935483870968,20.741935483871,-12.7741935483871,-23.1935483870968,5.35483870967742
"189","Georgia","newton",29794,23869,7,15.43,13.81,0,0.14,0.13,2,1,2,3,0,2,0,0,-6.48387096774194,-5.74193548387097,4.54545454545455,NA,-26.2258064516129,5.93548387096774
"190","Georgia","oconee",8162,16595,5,6.67,16.55,0,0.14,0.35,2,1,2,3,0,2,0,0,-9,-15.6666666666667,NA,NA,-22.3870967741935,6.77272727272727
"191","Georgia","oglethorpe",2436,5593,5,3.29,21.53,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"192","Georgia","paulding",29704,54525,30,29.57,17.53,1,0.29,0.17,2,1,2,3,0,2,0,0,-4.90322580645161,-10.5483870967742,27.75,NA,-23.6774193548387,6
"193","Georgia","peach",5920,6502,6,6.86,24.89,0,0,0,2,1,2,3,0,2,0,0,6.35483870967742,16.5357142857143,NA,13.4193548387097,-21.8064516129032,4.95454545454545
"194","Georgia","pickens",2808,14075,7,8.29,25.42,0,0,0,2,1,2,3,0,2,0,0,8.09677419354839,-4.90322580645161,NA,NA,-18.0645161290323,2.90909090909091
"195","Georgia","pierce",1100,7899,2,9.43,48.44,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"196","Georgia","pike",1505,9127,2,5.43,28.63,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"197","Georgia","polk",3658,13589,6,15.14,35.54,0,0.14,0.34,2,1,2,3,0,2,0,0,-1.19354838709677,2.29032258064516,NA,NA,-15.2258064516129,1.96774193548387
"198","Georgia","pulaski",1217,2805,-1,1.5,13.47,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"199","Georgia","putnam",3448,8291,6,5.43,24.54,0,0,0,2,1,2,3,0,2,0,0,-2,NA,NA,NA,-15.6774193548387,2.61111111111111
"200","Georgia","quitman",497,604,0,0.5,21.75,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"201","Georgia","rabun",1984,7474,2,1.57,9.17,0,0,0,2,1,2,3,0,2,0,0,8.25,24.9230769230769,27.5,NA,-5.12903225806452,NA
"202","Georgia","randolph",1671,1391,1,0.43,6.32,0,0.14,2.11,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"203","Georgia","richmond",59124,26781,12,44.86,22.15,0,0.43,0.21,2,1,2,3,0,2,0,0,-12.8387096774194,-1.87096774193548,-5.87096774193548,-26.4193548387097,-17.4193548387097,5.41935483870968
"204","Georgia","rockdale",31244,13012,10,13.71,15.09,0,0.29,0.31,2,1,2,3,0,2,0,0,-8.93548387096774,-3.12903225806452,24.3333333333333,NA,-28.0645161290323,7.2258064516129
"205","Georgia","schley",462,1800,0,0.29,5.43,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"206","Georgia","screven",2661,3916,1,1,7.16,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"207","Georgia","seminole",1254,2611,0,1.83,22.66,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"208","Georgia","spalding",11784,18057,18,13.14,19.7,1,0.29,0.43,2,1,2,3,0,2,0,0,-3.58064516129032,-5.70967741935484,NA,NA,-18.3225806451613,3.90322580645161
"209","Georgia","stephens",2385,9368,12,3.86,14.88,0,0.14,0.55,2,1,2,3,0,2,0,0,-2.46153846153846,-6.69565217391304,NA,NA,-14.0322580645161,2.63636363636364
"210","Georgia","stewart",1182,801,0,1.17,17.62,1,0.14,2.16,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"211","Georgia","sumter",6318,5732,1,3.29,11.13,0,0,0,2,1,2,3,0,2,0,0,-5.74193548387097,-1.38461538461538,NA,NA,-21.9032258064516,4
"212","Georgia","talbot",2114,1392,0,0.86,13.84,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"213","Georgia","taliaferro",561,360,0,0.57,37.18,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"214","Georgia","tattnall",2061,6053,0,4.57,18.08,0,0.14,0.56,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"215","Georgia","taylor",1387,2418,3,2.57,32.06,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"216","Georgia","telfair",1487,2825,0,2.2,13.87,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"217","Georgia","terrell",2376,2004,0,0.5,5.86,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"218","Georgia","thomas",8708,12954,5,6,13.5,0,0.29,0.64,2,1,2,3,0,2,0,0,-10.0322580645161,-0.870967741935484,NA,NA,-15.1935483870968,3.86666666666667
"219","Georgia","tift",5322,10784,3,6.14,15.11,0,0.29,0.7,2,1,2,3,0,2,0,0,-1.61290322580645,-6.32258064516129,NA,-9.41935483870968,-13.8709677419355,2.12
"220","Georgia","toombs",2939,7872,6,5.29,19.7,0,0.29,1.06,2,1,2,3,0,2,0,0,-10.0322580645161,-1.88461538461538,NA,NA,-13.2258064516129,3.04545454545455
"221","Georgia","towns",1550,6384,8,3.71,30.86,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"222","Georgia","treutlen",952,2101,-3,1.8,26.08,0,0.14,2.07,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"223","Georgia","troup",11578,18143,11,12.17,17.4,1,0.43,0.61,2,1,2,3,0,2,0,0,1.87096774193548,-3.7741935483871,NA,11.5806451612903,-12.8709677419355,3.45161290322581
"224","Georgia","turner",1410,2349,0,0.71,8.95,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"225","Georgia","twiggs",2044,2370,1,1.57,19.35,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"226","Georgia","union",2801,12651,11,5.71,23.31,1,0.43,1.75,2,1,2,3,0,2,0,0,15.5806451612903,22.6923076923077,6,NA,-11.6129032258065,2.45454545454545
"227","Georgia","upson",4201,8608,1,7.6,28.88,0,0.17,0.63,2,1,2,3,0,2,0,0,-5.2258064516129,-3.20833333333333,NA,NA,-15.9032258064516,2.36363636363636
"228","Georgia","walker",5769,23174,20,15.43,22.12,0,0.43,0.61,2,1,2,3,0,2,0,0,6.93548387096774,4.35483870967742,5,NA,-19.1935483870968,3.12903225806452
"229","Georgia","walton",12682,37842,10,13.14,13.89,0,0.29,0.3,2,1,2,3,0,2,0,0,0.0967741935483871,3.83870967741935,NA,NA,-29.1612903225806,3.83870967741935
"230","Georgia","ware",4211,9865,7,12.71,35.58,0,0.43,1.2,2,1,2,3,0,2,0,0,-6.64516129032258,-1.25806451612903,NA,NA,-15.258064516129,4.09090909090909
"231","Georgia","warren",1469,1166,0,1.29,24.47,0,0.14,2.72,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"232","Georgia","washington",4730,4663,10,8,39.27,0,0,0,2,1,2,3,0,2,0,0,-0.25,-15.6428571428571,NA,NA,-12.8709677419355,NA
"233","Georgia","wayne",2687,9987,1,6.86,22.91,0,0,0,2,1,2,3,0,2,0,0,-9.48387096774194,-11.6923076923077,NA,NA,-14.0322580645161,3.77272727272727
"234","Georgia","webster",639,748,0,0,0,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"235","Georgia","wheeler",689,1583,0,0.57,7.27,1,0.29,3.64,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"236","Georgia","white",2411,12222,9,4.71,15.31,0,0.29,0.93,2,1,2,3,0,2,0,0,34,16.6666666666667,51.8888888888889,NA,-10.2903225806452,1.27272727272727
"237","Georgia","whitfield",10670,25636,50,54.43,52.02,0,0,0,2,1,2,3,0,2,0,0,-4.58064516129032,17,6.11111111111111,-1.80645161290323,-10.7741935483871,3
"238","Georgia","wilcox",862,2403,1,1.43,16.54,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"239","Georgia","wilkes",2160,2823,1,4.86,49.68,0,0.14,1.46,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"240","Georgia","wilkinson",2075,2664,0,2,22.34,0,0,0,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"241","Georgia","worth",2395,6830,0,2.14,10.58,0,0.43,2.12,2,1,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA
"242","Michigan","alcona",2142,4848,2,0.71,6.86,0,0.14,1.37,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"243","Michigan","alger",2053,3014,21,5.14,56.47,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"244","Michigan","allegan",24449,41392,53,50.71,42.95,0,0,0,2,1,1,4,1,1,0,1,2.7741935483871,3.93548387096774,NA,0.708333333333333,-19.8709677419355,4.19354838709677
"245","Michigan","alpena",6000,10686,3,4.43,15.59,0,0,0,2,1,1,4,1,1,0,1,0.258064516129032,-4.82608695652174,NA,NA,-12.4516129032258,3.86363636363636
"246","Michigan","antrim",5960,9748,6,3.43,14.7,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"247","Michigan","arenac",2774,5928,3,4,26.88,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"248","Michigan","baraga",1478,2512,16,8.14,99.19,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"249","Michigan","barry",11797,23471,34,31.43,51.06,0,0,0,2,1,1,4,1,1,0,1,-3.67741935483871,17.5,NA,NA,-9.93548387096774,4.48387096774194
"250","Michigan","bay",26151,33125,56,51.14,49.59,0,0.57,0.55,2,1,1,4,1,1,0,1,-7.38709677419355,1.03225806451613,NA,NA,-16.5483870967742,3.61290322580645
"251","Michigan","benzie",5480,6601,4,5.29,29.75,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"252","Michigan","berrien",37438,43519,32,61.14,39.86,3,1.14,0.75,2,1,1,4,1,1,0,1,0.580645161290323,5.74193548387097,102.555555555556,13.1935483870968,-13.8387096774194,3.83870967741935
"253","Michigan","branch",6159,14064,33,24.43,56.14,0,0.14,0.33,2,1,1,4,1,1,0,1,-0.258064516129032,-4.93548387096774,NA,NA,-9.12903225806452,2.7741935483871
"254","Michigan","calhoun",28877,36221,84,93,69.32,1,0.5,0.37,2,1,1,4,1,1,0,1,-9.64516129032258,-3.09677419354839,31.5172413793103,6.35483870967742,-19.9354838709677,4.54838709677419
"255","Michigan","cass",9130,16699,21,23.29,44.96,0,0,0,2,1,1,4,1,1,0,1,-5.83333333333333,NA,NA,NA,-12.0645161290323,3.12903225806452
"256","Michigan","charlevoix",6939,9841,18,9,34.43,0,0,0,2,1,1,4,1,1,0,1,14.6086956521739,11.9285714285714,51,NA,-7.06451612903226,4.27272727272727
"257","Michigan","cheboygan",5437,10186,7,8.86,35.04,1,0.14,0.57,2,1,1,4,1,1,0,1,46.2857142857143,NA,NA,NA,-3.06451612903226,2.27272727272727
"258","Michigan","chippewa",6648,10681,31,12.57,33.66,0,0,0,2,1,1,4,1,1,0,1,1.45161290322581,35.9411764705882,NA,NA,-9.41935483870968,3.86363636363636
"259","Michigan","clare",5199,10861,2,10,32.31,0,0.43,1.38,2,1,1,4,1,1,0,1,17.6,20,NA,NA,-4.96774193548387,3.22727272727273
"260","Michigan","clinton",21968,25098,35,36.43,45.77,0,0,0,2,1,1,4,1,1,0,1,2.48387096774194,0.967741935483871,NA,47.1481481481481,-27,7.61290322580645
"261","Michigan","crawford",2672,5087,1,2.43,17.31,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"262","Michigan","delta",7606,13207,36,36.43,101.8,0,2,5.59,2,1,1,4,1,1,0,1,-3.03225806451613,3.69230769230769,NA,NA,-13.1290322580645,5.40909090909091
"263","Michigan","dickinson",4744,9617,23,28.14,111.51,0,0.14,0.57,2,1,1,4,1,1,0,1,-9,9.77777777777778,NA,NA,-18.4516129032258,6.68181818181818
"264","Michigan","eaton",31299,31798,31,33.43,30.32,1,0.14,0.13,2,1,1,4,1,1,0,1,-9.64516129032258,-4.48387096774194,NA,NA,-18.8387096774194,7.2258064516129
"265","Michigan","emmet",9662,12135,19,23.86,71.4,0,0.14,0.43,2,1,1,4,1,1,0,1,20.9354838709677,13.4814814814815,NA,NA,-7.25806451612903,3.90909090909091
"266","Michigan","gd. traverse",28683,30502,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"267","Michigan","genesee",119390,98714,122,130.43,32.14,4,1.29,0.32,2,1,1,4,1,1,0,1,-8.67741935483871,-5.2258064516129,94.8387096774194,-17.741935483871,-22.5161290322581,4.67741935483871
"268","Michigan","gladwin",4524,9893,1,7.29,28.63,1,0.14,0.56,2,1,1,4,1,1,0,1,5.5,11.3529411764706,NA,NA,-5.58064516129032,3.22727272727273
"269","Michigan","gogebic",3570,4600,4,12,85.87,0,1,7.16,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"270","Michigan","gratiot",6693,12102,27,21,51.58,0,0.14,0.35,2,1,1,4,1,1,0,1,-4.38709677419355,4.89655172413793,NA,NA,-12.8709677419355,3
"271","Michigan","hillsdale",5883,17037,19,17.14,37.59,0,0,0,2,1,1,4,1,1,0,1,2,16.0454545454545,NA,NA,-11.9354838709677,2.7741935483871
"272","Michigan","houghton",7750,10378,23,14.29,40.03,0,0,0,2,1,1,4,1,1,0,1,-16.8148148148148,2.375,-21.6774193548387,NA,-21.5483870967742,10.7727272727273
"273","Michigan","huron",5490,12731,18,6.86,22.13,0,0.29,0.92,2,1,1,4,1,1,0,1,-0.2,NA,NA,NA,-3.7741935483871,2.77272727272727
"274","Michigan","ingham",94212,47639,40,64.14,21.94,0,0.71,0.24,2,1,1,4,1,1,0,1,-24.9354838709677,-5.35483870967742,51.9677419354839,-43.5483870967742,-31.1612903225806,9.61290322580645
"275","Michigan","ionia",10901,20657,595,26.67,41.22,0,0,0,2,1,1,4,1,1,0,1,-1.48387096774194,4.64516129032258,NA,-3.04,-14.5806451612903,3.25806451612903
"276","Michigan","iosco",5373,9759,12,7,27.86,1,0.14,0.57,2,1,1,4,1,1,0,1,6.54166666666667,34.48,NA,NA,-7.06451612903226,3.77272727272727
"277","Michigan","iron",2493,4216,4,7.71,69.71,1,0.29,2.58,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"278","Michigan","isabella",14072,14815,16,23.43,33.53,0,0,0,2,1,1,4,1,1,0,1,-9.19354838709677,1.29032258064516,NA,NA,-18.258064516129,4.2258064516129
"279","Michigan","jackson",31995,47372,55,51.71,32.63,0,0.57,0.36,2,1,1,4,1,1,0,1,-6.25806451612903,-3.12903225806452,NA,-1.25,-20.1935483870968,4.74193548387097
"280","Michigan","kalamazoo",83686,56823,121,97.71,36.86,3,1.71,0.65,2,1,1,4,1,1,0,1,-14.9354838709677,-4.64516129032258,78.2666666666667,-20.6774193548387,-23.3870967741935,6.90322580645161
"281","Michigan","kalkaska",3002,7436,3,4.43,24.55,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"282","Michigan","kent",187915,165741,361,374.71,57.04,4,1.29,0.2,2,1,1,4,1,1,0,1,-16.2258064516129,-7.61290322580645,78.5161290322581,-39.7096774193548,-23.0645161290323,6.64516129032258
"283","Michigan","keweenaw",672,862,0,1.4,66.16,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"284","Michigan","lake",2288,3946,3,2.29,19.28,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"285","Michigan","lapeer",16367,35482,23,19.86,22.67,0,0,0,2,1,1,4,1,1,0,1,-1.54838709677419,-0.129032258064516,7.12903225806452,NA,-17.9677419354839,3.2258064516129
"286","Michigan","leelanau",8795,7916,2,3.5,16.08,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"287","Michigan","lenawee",20918,31541,9,17.71,17.99,0,0.14,0.15,2,1,1,4,1,1,0,1,-12.0322580645161,-3.87096774193548,NA,NA,-14.6774193548387,3.80645161290323
"288","Michigan","livingston",48220,76982,66,57.29,29.84,0,0.29,0.15,2,1,1,4,1,1,0,1,-16.0322580645161,0.516129032258065,24.5483870967742,NA,-24.4838709677419,7.29032258064516
"289","Michigan","luce",842,2109,173,7.6,122.01,-1,0.17,2.68,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"290","Michigan","mackinac",2632,4304,1,3,27.78,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"291","Michigan","macomb",223952,263863,258,298.57,34.16,4,2.14,0.25,2,1,1,4,1,1,0,1,-13.0322580645161,-7.32258064516129,143.225806451613,-34.1290322580645,-25.6774193548387,7.06451612903226
"292","Michigan","manistee",6107,8321,6,5.29,21.52,0,0,0,2,1,1,4,1,1,0,1,23,NA,NA,NA,-9.7741935483871,5
"293","Michigan","marquette",20465,16286,886,44.67,66.97,2,0.43,0.64,2,1,1,4,1,1,0,1,-3.58064516129032,1.09677419354839,26.6842105263158,NA,-21.3225806451613,5.29032258064516
"294","Michigan","mason",6802,10207,15,10.86,37.25,0,0.29,0.98,2,1,1,4,1,1,0,1,10.3548387096774,13.375,NA,NA,-7.41935483870968,3.81818181818182
"295","Michigan","mecosta",7375,13267,22,22.57,51.94,0,0,0,2,1,1,4,1,1,0,1,2.54838709677419,19.1034482758621,NA,NA,-14.6129032258065,4.23076923076923
"296","Michigan","menominee",4316,8117,33,15.14,66.47,1,0.29,1.25,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"297","Michigan","midland",20493,27675,63,39.14,47.07,0,0,0,2,1,1,4,1,1,0,1,-9.35483870967742,-1.35483870967742,14.8333333333333,NA,-18.2903225806452,5.7741935483871
"298","Michigan","missaukee",1967,6648,8,4.43,29.29,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"299","Michigan","monroe",32975,52710,29,42.14,28,2,1.14,0.76,2,1,1,4,1,1,0,1,-4.19354838709677,-4.90322580645161,72.3103448275862,29.9354838709677,-19.1935483870968,4.06451612903226
"300","Michigan","montcalm",9703,21815,13,29.43,46.06,1,0.17,0.26,2,1,1,4,1,1,0,1,4.7741935483871,8.48387096774194,NA,NA,-8.32258064516129,2.90322580645161
"301","Michigan","montmorency",1628,4171,1,1.71,18.38,0,0,0,2,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,NA
"302","Michigan","muskegon",45643,45133,115,104.29,60.08,3,0.71,0.41,2,1,1,4,1,1,0,1,-4.12903225806452,2,70.1904761904762,NA,-17.4193548387097,3.64516129032258
"303","Michigan","newaygo",7873,18857,21,21.43,43.75,-1,0.17,0.34,2,1,1,4,1,1,0,1,2.87096774193548,3.80645161290323,139,NA,-12.9677419354839,2.80645161290323
"304","Michigan","oakland",434148,325971,363,395.71,31.47,3,1,0.08,2,1,1,4,1,1,0,1,-18.2903225806452,-9.83870967741935,80.9677419354839,-36.4516129032258,-31.6129032258065,10.9032258064516
"305","Michigan","oceana",4944,8892,11,12.14,45.88,0,0,0,2,1,1,4,1,1,0,1,12,NA,10.1290322580645,NA,-4.48387096774194,3.5
"306","Michigan","ogemaw",3475,8253,8,5.57,26.53,0,0,0,2,1,1,4,1,1,0,1,20.037037037037,17.5909090909091,NA,NA,-4.41935483870968,2.45454545454545
